Location,Crop Type,Season,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tonnes/ha)
Himachal Pradesh,Rice,Kharif     ,572.46,22.3,6.27,74.54,42.63,47.48,1.55
Himachal Pradesh,Sugarcane,Whole Year ,572.46,22.3,6.37,82.66,50.57,48.1,5.206666667
Himachal Pradesh,Wheat,Rabi       ,572.46,22.3,7.11,87.31,50.88,63.03,1.5775
Karnataka,Maize,Kharif     ,856.67,22.94,7.1,81.49,41.64,52.38,2.7368
Karnataka,Maize,Rabi       ,856.67,22.94,6.6,72.77,42.86,55.9,2.327619048
Karnataka,Maize,Summer     ,856.67,22.94,6.92,72.87,53.04,48.33,1.786666667
Karnataka,Potato,Whole Year ,856.67,22.94,7.08,83.13,47.08,62.46,17.287
Karnataka,Rice,Kharif     ,856.67,22.94,6.87,78.99,43.91,57.52,2.292962963
Karnataka,Rice,Rabi       ,856.67,22.94,7.28,76.25,41.24,58.37,2.079285714
Karnataka,Rice,Summer     ,856.67,22.94,7.43,67.97,53.56,55.56,2.7336
Karnataka,Sugarcane,Whole Year ,856.67,22.94,6.89,73.52,48.92,49.99,102.486
Karnataka,Wheat,Rabi       ,856.67,22.94,6.28,90.06,44.09,57.09,0.880555556
Madhya Pradesh,Maize,Kharif     ,1021.78,25.0,5.9,81.39,46.46,49.59,1.543220339
Madhya Pradesh,Potato,Whole Year ,1021.78,25.0,6.9,75.78,45.49,61.3,12.04827586
Madhya Pradesh,Rice,Kharif     ,1021.78,25.0,6.66,67.04,41.13,63.56,1.110508475
Madhya Pradesh,Sugarcane,Whole Year ,1021.78,25.0,7.0,75.38,49.49,61.0,32.28931034
Madhya Pradesh,Wheat,Rabi       ,1021.78,25.0,7.16,83.08,53.42,59.58,1.877777778
Maharashtra,Maize,Kharif     ,1622.75,26.19,7.34,78.35,50.41,52.08,1.3428
Maharashtra,Maize,Rabi       ,1622.75,26.19,6.75,76.26,41.82,52.24,1.491111111
Maharashtra,Maize,Summer     ,1622.75,26.19,6.12,75.09,44.97,51.07,1.428888889
Maharashtra,Rice,Kharif     ,1622.75,26.19,6.49,86.76,54.86,54.53,1.211935484
Maharashtra,Rice,Summer     ,1622.75,26.19,5.91,86.06,43.4,55.31,2.081
Maharashtra,Sugarcane,Whole Year ,1622.75,26.19,6.46,85.4,41.61,61.16,86.55576923
Maharashtra,Wheat,Rabi       ,1622.75,26.19,6.64,70.6,45.61,62.77,1.299655172
Nagaland,Maize,Kharif     ,684.23,19.18,6.25,72.92,40.82,61.44,1.312857143
Nagaland,Potato,Whole Year ,684.23,19.18,6.14,74.25,49.27,55.2,10.82857143
Nagaland,Rice,Kharif     ,684.23,19.18,7.05,74.98,48.21,58.13,1.484285714
Nagaland,Sugarcane,Whole Year ,684.23,19.18,6.79,70.07,40.8,48.26,50.0
Odisha,Maize,Kharif     ,1304.31,26.2,6.64,75.45,45.34,52.86,1.160333333
Odisha,Maize,Rabi       ,1304.31,26.2,6.52,89.06,51.42,55.55,1.395357143
Odisha,Potato,Whole Year ,1304.31,26.2,7.28,69.84,52.92,49.25,9.781851852
Odisha,Rice,Autumn     ,1304.31,26.2,5.94,87.32,47.47,52.38,0.971333333
Odisha,Rice,Summer     ,1304.31,26.2,6.7,84.52,45.44,61.26,2.073333333
Odisha,Rice,Winter     ,1304.31,26.2,6.44,77.08,43.05,61.95,1.142666667
Odisha,Sugarcane,Winter     ,1304.31,26.2,6.96,73.1,43.03,48.19,60.69166667
Odisha,Wheat,Rabi       ,1304.31,26.2,7.32,68.17,43.7,55.33,1.351333333
Punjab,Maize,Kharif     ,537.97,25.49,5.59,84.84,49.37,59.02,2.711666667
Punjab,Rice,Kharif     ,537.97,25.49,7.35,87.21,47.37,61.11,3.332352941
Punjab,Sugarcane,Whole Year ,537.97,25.49,7.47,80.28,53.79,50.43,62.67266667
Punjab,Wheat,Rabi       ,537.97,25.49,5.68,79.17,53.9,60.29,4.651764706
Tamil Nadu,Maize,Kharif     ,931.08,27.7,7.22,72.03,52.38,61.13,1.688
Tamil Nadu,Potato,Whole Year ,931.08,27.7,6.67,69.86,42.46,60.8,18.72
Tamil Nadu,Rice,Kharif     ,931.08,27.7,6.68,68.04,43.14,62.68,3.499642857
Tamil Nadu,Sugarcane,Whole Year ,931.08,27.7,6.51,82.85,47.47,53.54,107.9448148
Uttar Pradesh,Maize,Kharif     ,649.86,26.85,6.12,71.66,40.98,47.84,1.303170732
Uttar Pradesh,Maize,Rabi       ,649.86,26.85,6.56,74.62,44.54,47.57,1.455079365
Uttar Pradesh,Potato,Whole Year ,649.86,26.85,5.64,80.43,41.83,47.62,21.67878049
Uttar Pradesh,Rice,Kharif     ,649.86,26.85,5.75,75.8,43.9,56.79,1.991707317
Uttar Pradesh,Rice,Summer     ,649.86,26.85,7.21,66.84,43.15,50.01,2.190384615
Uttar Pradesh,Sugarcane,Whole Year ,649.86,26.85,5.88,66.82,51.13,58.26,52.28773333
Uttar Pradesh,Wheat,Rabi       ,649.86,26.85,6.41,69.77,52.19,63.52,2.636419753
Bihar,Maize,Kharif     ,1005.78,26.02,5.69,87.74,46.32,60.2,1.728918919
Bihar,Maize,Rabi       ,1005.78,26.02,6.51,79.38,51.83,61.2,2.568571429
Bihar,Maize,Summer     ,1005.78,26.02,6.18,90.18,53.21,55.69,2.77
Bihar,Potato,Whole Year ,1005.78,26.02,6.0,71.54,51.13,57.78,9.984594595
Bihar,Rice,Autumn     ,1005.78,26.02,6.29,71.83,48.41,62.03,1.399189189
Bihar,Rice,Kharif     ,1005.78,26.02,7.13,66.99,54.39,60.32,1.310645161
Bihar,Rice,Summer     ,1005.78,26.02,7.05,74.33,49.41,48.63,1.590645161
Bihar,Sugarcane,Whole Year ,1005.78,26.02,6.44,77.88,44.79,47.5,37.13647059
Bihar,Wheat,Rabi       ,1005.78,26.02,6.39,79.11,44.16,55.17,2.073513514
Chhattisgarh,Maize,Kharif     ,867.47,26.38,6.73,88.23,51.87,57.75,1.168125
Chhattisgarh,Potato,Whole Year ,867.47,26.38,6.29,85.78,53.21,62.68,7.36625
Chhattisgarh,Rice,Kharif     ,867.47,26.38,6.65,75.27,42.2,54.55,0.6575
Chhattisgarh,Sugarcane,Whole Year ,867.47,26.38,6.33,82.31,41.18,53.76,2.739333333
Chhattisgarh,Wheat,Rabi       ,867.47,26.38,6.3,73.2,47.61,58.63,1.214375
Gujarat,Maize,Kharif     ,549.8,28.31,5.85,82.43,49.5,61.87,0.8175
Gujarat,Potato,Whole Year ,549.8,28.31,6.63,79.31,45.22,49.97,21.33555556
Gujarat,Rice,Kharif     ,549.8,28.31,6.78,66.12,46.94,54.35,0.8725
Gujarat,Rice,Summer     ,549.8,28.31,6.25,82.35,42.31,53.29,3.53
Gujarat,Sugarcane,Whole Year ,549.8,28.31,6.92,66.4,51.75,56.89,67.18071429
Gujarat,Wheat,Rabi       ,549.8,28.31,7.37,76.45,49.8,62.91,2.346842105
Haryana,Maize,Kharif     ,829.38,24.65,5.64,78.52,53.38,47.56,0.740555556
Haryana,Potato,Whole Year ,829.38,24.65,6.07,75.14,49.72,49.71,15.6075
Haryana,Rice,Kharif     ,829.38,24.65,7.26,76.19,52.92,47.67,2.443157895
Haryana,Sugarcane,Whole Year ,829.38,24.65,7.36,83.79,48.99,54.98,49.43
Haryana,Wheat,Rabi       ,829.38,24.65,6.28,70.94,47.67,48.64,3.990526316
Himachal Pradesh,Maize,Kharif     ,869.51,21.5,5.67,86.64,42.53,56.65,2.3325
Himachal Pradesh,Rice,Kharif     ,869.51,21.5,5.64,80.44,48.79,59.53,1.55
Himachal Pradesh,Sugarcane,Whole Year ,869.51,21.5,6.62,89.62,49.14,49.04,2.665714286
Himachal Pradesh,Wheat,Rabi       ,869.51,21.5,6.74,72.49,45.05,62.14,0.803333333
Madhya Pradesh,Maize,Kharif     ,867.75,25.33,6.78,69.83,49.79,56.56,1.558636364
Madhya Pradesh,Rice,Kharif     ,867.75,25.33,6.87,86.06,45.88,49.8,0.613555556
Madhya Pradesh,Sugarcane,Whole Year ,867.75,25.33,7.13,76.43,41.87,58.32,17.88844444
Madhya Pradesh,Wheat,Rabi       ,867.75,25.33,6.43,70.01,54.33,54.76,1.499333333
Maharashtra,Maize,Kharif     ,1944.66,26.28,5.89,73.46,40.58,57.23,0.856538462
Maharashtra,Maize,Rabi       ,1944.66,26.28,6.95,68.51,42.7,48.17,1.161666667
Maharashtra,Rice,Kharif     ,1944.66,26.28,6.25,68.8,51.97,56.61,0.9865625
Maharashtra,Rice,Summer     ,1944.66,26.28,5.66,66.42,53.28,60.12,1.987
Maharashtra,Sugarcane,Whole Year ,1944.66,26.28,6.09,89.1,48.75,56.47,77.65407407
Maharashtra,Wheat,Rabi       ,1944.66,26.28,7.23,70.68,49.24,60.94,1.197
Mizoram,Maize,Kharif     ,1561.26,22.64,6.93,78.16,40.48,54.31,2.1825
Mizoram,Maize,Rabi       ,1561.26,22.64,6.35,86.57,41.3,62.1,1.516666667
Mizoram,Potato,Whole Year ,1561.26,22.64,6.49,81.62,53.11,48.25,5.805
Mizoram,Rice,Kharif     ,1561.26,22.64,5.65,68.02,45.7,58.04,1.8875
Mizoram,Sugarcane,Whole Year ,1561.26,22.64,6.45,71.36,50.57,60.44,8.705
Nagaland,Maize,Kharif     ,688.55,18.4,6.37,71.12,47.01,60.47,1.5125
Nagaland,Potato,Whole Year ,688.55,18.4,6.64,85.27,44.55,58.49,10.32375
Nagaland,Rice,Kharif     ,688.55,18.4,6.92,64.75,54.0,51.65,1.5025
Nagaland,Rice,Rabi       ,688.55,18.4,6.68,79.56,49.74,48.13,1.98
Nagaland,Sugarcane,Whole Year ,688.55,18.4,6.29,82.49,51.37,55.63,39.93666667
Nagaland,Wheat,Rabi       ,688.55,18.4,7.27,77.26,49.58,55.38,2.0675
Odisha,Maize,Kharif     ,1100.2,26.35,6.96,72.74,41.5,53.47,0.8808
Odisha,Potato,Whole Year ,1100.2,26.35,6.02,79.93,52.26,53.02,9.321071429
Odisha,Rice,Autumn     ,1100.2,26.35,7.4,64.83,42.88,50.91,0.733666667
Odisha,Rice,Summer     ,1100.2,26.35,6.32,66.19,45.32,55.79,1.685333333
Odisha,Rice,Winter     ,1100.2,26.35,7.43,79.97,45.17,55.09,1.020666667
Odisha,Sugarcane,Whole Year ,1100.2,26.35,5.56,82.18,49.35,53.95,51.06793103
Odisha,Wheat,Rabi       ,1100.2,26.35,5.74,70.97,53.35,62.36,1.201538462
Punjab,Maize,Kharif     ,829.38,24.65,5.99,86.87,46.0,59.75,2.904615385
Punjab,Rice,Kharif     ,829.38,24.65,7.42,74.31,53.01,63.16,3.501764706
Punjab,Sugarcane,Whole Year ,829.38,24.65,7.3,81.48,40.65,48.35,65.445625
Punjab,Wheat,Rabi       ,829.38,24.65,7.33,83.0,41.31,61.17,4.503529412
Tamil Nadu,Maize,Kharif     ,1035.18,27.82,6.63,81.06,46.37,49.81,1.629090909
Tamil Nadu,Potato,Whole Year ,1035.18,27.82,5.81,86.18,54.56,61.71,18.08
Tamil Nadu,Rice,Kharif     ,1035.18,27.82,6.2,84.99,47.82,62.59,3.611785714
Tamil Nadu,Sugarcane,Whole Year ,1035.18,27.82,6.51,69.13,51.84,49.88,108.0914815
Uttar Pradesh,Maize,Kharif     ,976.03,25.93,6.48,78.66,52.35,61.83,1.534782609
Uttar Pradesh,Maize,Rabi       ,976.03,25.93,7.1,74.35,46.01,52.6,1.606610169
Uttar Pradesh,Potato,Whole Year ,976.03,25.93,5.57,70.62,42.33,51.57,19.7573913
Uttar Pradesh,Rice,Kharif     ,976.03,25.93,7.02,66.14,48.47,51.5,1.894782609
Uttar Pradesh,Rice,Summer     ,976.03,25.93,7.23,70.44,45.51,53.33,2.083181818
Uttar Pradesh,Sugarcane,Whole Year ,976.03,25.93,6.77,69.91,40.4,55.35,50.03478261
Uttar Pradesh,Wheat,Rabi       ,976.03,25.93,5.93,86.6,54.13,53.1,2.68057971
Uttarakhand,Maize,Kharif     ,706.41,18.34,5.64,84.2,47.86,56.8,1.337692308
Uttarakhand,Maize,Rabi       ,706.41,18.34,7.16,76.09,41.44,60.62,1.535
Uttarakhand,Potato,Kharif     ,706.41,18.34,7.15,74.76,54.32,58.56,21.66555556
Uttarakhand,Potato,Rabi       ,706.41,18.34,6.33,85.44,52.78,61.83,21.60538462
Uttarakhand,Rice,Kharif     ,706.41,18.34,6.86,66.23,45.85,50.71,1.649230769
Uttarakhand,Rice,Rabi       ,706.41,18.34,6.64,70.17,48.37,53.74,3.125
Uttarakhand,Sugarcane,Whole Year ,706.41,18.34,5.55,67.35,45.52,56.93,58.175
Uttarakhand,Wheat,Rabi       ,706.41,18.34,5.83,85.04,46.73,59.44,1.550769231
Bihar,Maize,Autumn     ,1096.14,25.95,5.63,68.86,44.35,48.26,1.768108108
Bihar,Maize,Rabi       ,1096.14,25.95,6.32,85.95,50.67,52.49,2.911818182
Bihar,Maize,Summer     ,1096.14,25.95,7.26,84.89,40.72,58.84,2.469189189
Bihar,Potato,Whole Year ,1096.14,25.95,5.58,70.33,45.82,50.1,10.54486486
Bihar,Rice,Autumn     ,1096.14,25.95,5.83,69.88,44.35,59.56,1.409189189
Bihar,Rice,Kharif     ,1096.14,25.95,6.81,73.19,43.42,54.29,1.792903226
Bihar,Rice,Summer     ,1096.14,25.95,6.19,85.4,53.7,51.86,1.098275862
Bihar,Sugarcane,Whole Year ,1096.14,25.95,6.32,80.94,53.5,57.24,44.32352941
Bihar,Wheat,Rabi       ,1096.14,25.95,6.52,78.24,50.99,55.54,1.977567568
Chhattisgarh,Maize,Kharif     ,1214.25,26.22,6.68,79.85,40.84,49.73,0.75375
Chhattisgarh,Potato,Whole Year ,1214.25,26.22,6.3,78.47,47.94,61.81,6.849375
Chhattisgarh,Rice,Kharif     ,1214.25,26.22,7.37,78.88,42.01,50.64,1.34375
Chhattisgarh,Sugarcane,Whole Year ,1214.25,26.22,6.47,66.88,43.21,58.01,2.805714286
Chhattisgarh,Wheat,Rabi       ,1214.25,26.22,5.96,68.32,47.63,56.74,1.195
Gujarat,Maize,Kharif     ,479.49,28.07,6.85,73.34,53.67,53.6,2.108666667
Gujarat,Potato,Whole Year ,479.49,28.07,5.84,80.05,51.65,48.65,22.995
Gujarat,Rice,Kharif     ,479.49,28.07,6.68,65.74,53.38,49.67,1.533571429
Gujarat,Rice,Summer     ,479.49,28.07,5.72,69.97,40.63,50.1,2.935
Gujarat,Sugarcane,Whole Year ,479.49,28.07,6.02,73.61,43.3,53.34,62.97384615
Gujarat,Wheat,Rabi       ,479.49,28.07,7.2,69.33,46.98,53.06,2.474736842
Haryana,Maize,Kharif     ,886.36,24.52,5.61,69.37,45.15,50.75,1.051764706
Haryana,Potato,Whole Year ,886.36,24.52,6.83,76.13,53.15,53.49,19.08055556
Haryana,Rice,Kharif     ,886.36,24.52,6.72,66.3,51.52,51.65,2.645555556
Haryana,Sugarcane,Whole Year ,886.36,24.52,6.56,88.61,42.85,50.8,47.62210526
Haryana,Wheat,Rabi       ,886.36,24.52,7.04,83.58,44.63,57.98,3.979473684
Himachal Pradesh,Maize,Kharif     ,919.92,21.39,6.06,87.75,40.19,58.88,2.463333333
Himachal Pradesh,Potato,Whole Year ,919.92,21.39,6.63,84.14,45.44,61.2,8.677272727
Himachal Pradesh,Rice,Kharif     ,919.92,21.39,7.37,86.7,49.05,53.44,1.654545455
Himachal Pradesh,Sugarcane,Whole Year ,919.92,21.39,6.87,71.28,44.32,57.61,4.411428571
Himachal Pradesh,Wheat,Rabi       ,919.92,21.39,6.04,76.38,43.43,54.73,1.72
Madhya Pradesh,Maize,Kharif     ,980.81,25.13,7.38,89.01,51.1,60.57,1.943555556
Madhya Pradesh,Potato,Whole Year ,980.81,25.13,7.18,69.49,49.84,56.89,13.38955556
Madhya Pradesh,Rice,Kharif     ,980.81,25.13,5.57,76.91,44.01,49.45,0.849333333
Madhya Pradesh,Sugarcane,Whole Year ,980.81,25.13,7.38,77.82,40.74,55.84,30.92022222
Madhya Pradesh,Wheat,Rabi       ,980.81,25.13,6.89,88.74,53.62,47.31,1.654888889
Maharashtra,Maize,Kharif     ,1875.04,26.51,5.94,80.55,47.77,59.01,1.910769231
Maharashtra,Maize,Rabi       ,1875.04,26.51,6.78,71.34,40.1,50.08,1.887142857
Maharashtra,Maize,Summer     ,1875.04,26.51,6.19,85.09,52.47,52.0,1.293529412
Maharashtra,Rice,Kharif     ,1875.04,26.51,7.47,68.14,50.66,47.17,1.261875
Maharashtra,Rice,Summer     ,1875.04,26.51,7.01,86.04,41.61,51.92,2.192
Maharashtra,Sugarcane,Whole Year ,1875.04,26.51,6.92,68.1,48.27,60.54,69.57740741
Maharashtra,Wheat,Rabi       ,1875.04,26.51,5.84,90.16,44.77,51.15,1.313793103
Mizoram,Maize,Kharif     ,1562.48,22.95,6.27,76.42,51.35,59.5,2.076666667
Mizoram,Maize,Rabi       ,1562.48,22.95,6.36,78.27,43.76,58.57,1.6025
Mizoram,Potato,Whole Year ,1562.48,22.95,7.46,72.41,44.45,50.7,4.8975
Mizoram,Rice,Kharif     ,1562.48,22.95,7.08,74.73,45.71,55.56,1.825
Mizoram,Sugarcane,Whole Year ,1562.48,22.95,7.05,77.31,47.61,62.45,8.115
Nagaland,Maize,Kharif     ,537.09,19.14,6.68,77.79,50.53,53.27,2.025
Nagaland,Potato,Whole Year ,537.09,19.14,6.38,77.58,47.11,62.44,12.14875
Nagaland,Rice,Kharif     ,537.09,19.14,6.36,79.98,48.82,47.68,1.485
Nagaland,Rice,Rabi       ,537.09,19.14,6.17,69.48,54.08,53.26,1.76
Nagaland,Sugarcane,Whole Year ,537.09,19.14,6.67,83.27,48.08,61.4,43.005
Nagaland,Wheat,Rabi       ,537.09,19.14,6.78,90.31,48.21,47.91,2.04
Odisha,Maize,Kharif     ,1946.22,26.48,5.85,83.03,43.14,57.99,0.714615385
Odisha,Potato,Whole Year ,1946.22,26.48,6.09,83.63,47.3,61.17,9.565714286
Odisha,Rice,Kharif     ,1946.22,26.48,7.14,80.7,48.22,48.49,1.583666667
Odisha,Sugarcane,Whole Year ,1946.22,26.48,6.03,78.9,49.03,51.6,52.85172414
Odisha,Wheat,Rabi       ,1946.22,26.48,5.76,74.06,44.12,57.63,1.1288
Punjab,Maize,Kharif     ,886.36,24.52,6.19,78.86,44.29,60.1,2.7625
Punjab,Rice,Kharif     ,886.36,24.52,7.4,69.85,47.74,57.84,3.517058824
Punjab,Sugarcane,Whole Year ,886.36,24.52,6.59,85.65,46.11,61.05,67.87176471
Punjab,Wheat,Rabi       ,886.36,24.52,6.23,78.07,53.53,61.47,4.487058824
Tamil Nadu,Rice,Kharif     ,1253.37,28.16,6.61,68.7,54.39,60.34,3.532857143
Tamil Nadu,Sugarcane,Whole Year ,1253.37,28.16,5.67,85.77,44.88,52.81,102.0107407
Uttar Pradesh,Maize,Kharif     ,797.83,26.23,6.15,82.21,53.03,51.38,1.500869565
Uttar Pradesh,Maize,Rabi       ,797.83,26.23,7.28,67.31,52.31,49.49,1.63516129
Uttar Pradesh,Potato,Whole Year ,797.83,26.23,6.52,68.25,50.65,49.02,23.1684058
Uttar Pradesh,Rice,Kharif     ,797.83,26.23,7.45,68.09,51.13,55.95,2.016086957
Uttar Pradesh,Rice,Summer     ,797.83,26.23,5.96,72.32,52.08,60.26,2.097777778
Uttar Pradesh,Sugarcane,Whole Year ,797.83,26.23,7.13,68.88,50.69,53.03,52.52608696
Uttar Pradesh,Wheat,Rabi       ,797.83,26.23,6.18,90.06,50.96,55.28,2.729565217
Uttarakhand,Maize,Kharif     ,1283.71,17.87,7.3,81.61,44.7,57.42,1.185384615
Uttarakhand,Maize,Rabi       ,1283.71,17.87,7.02,90.12,46.96,51.56,1.1
Uttarakhand,Potato,Kharif     ,1283.71,17.87,7.24,81.55,42.2,60.22,19.90111111
Uttarakhand,Potato,Rabi       ,1283.71,17.87,6.52,84.4,43.16,49.11,20.00692308
Uttarakhand,Rice,Kharif     ,1283.71,17.87,6.33,65.42,47.13,52.76,1.608461538
Uttarakhand,Rice,Rabi       ,1283.71,17.87,6.53,75.37,54.27,53.88,2.2625
Uttarakhand,Sugarcane,Whole Year ,1283.71,17.87,7.31,70.91,45.65,48.32,58.175
Uttarakhand,Wheat,Rabi       ,1283.71,17.87,6.94,80.42,45.24,62.56,1.616153846
Bihar,Maize,Autumn     ,893.82,26.3,7.35,70.7,49.9,53.74,1.757567568
Bihar,Maize,Rabi       ,893.82,26.3,6.72,68.93,52.24,59.45,2.553513514
Bihar,Maize,Summer     ,893.82,26.3,6.49,83.39,50.4,50.45,2.609459459
Bihar,Potato,Whole Year ,893.82,26.3,7.33,77.27,42.34,55.9,10.27135135
Bihar,Rice,Autumn     ,893.82,26.3,6.16,74.14,51.95,59.09,1.060714286
Bihar,Rice,Summer     ,893.82,26.3,6.25,77.29,51.27,48.97,1.625517241
Bihar,Rice,Winter     ,893.82,26.3,6.42,83.76,45.45,49.15,1.345945946
Bihar,Sugarcane,Whole Year ,893.82,26.3,5.66,82.24,42.3,59.86,39.25787879
Bihar,Wheat,Rabi       ,893.82,26.3,5.6,71.45,46.48,48.53,1.844054054
Chhattisgarh,Maize,Kharif     ,804.92,26.85,6.46,86.89,45.82,50.25,1.279375
Chhattisgarh,Potato,Whole Year ,804.92,26.85,5.53,72.21,51.13,54.41,6.6325
Chhattisgarh,Rice,Kharif     ,804.92,26.85,6.44,65.12,48.67,48.4,0.710625
Chhattisgarh,Sugarcane,Whole Year ,804.92,26.85,5.67,80.62,51.56,47.79,2.751333333
Chhattisgarh,Wheat,Rabi       ,804.92,26.85,6.97,84.53,53.13,55.63,1.185
Gujarat,Maize,Kharif     ,366.66,28.63,5.58,81.11,46.31,46.89,1.671875
Gujarat,Potato,Whole Year ,366.66,28.63,6.18,83.43,45.14,52.86,20.24333333
Gujarat,Rice,Kharif     ,366.66,28.63,7.03,68.73,42.13,48.49,1.209230769
Gujarat,Rice,Summer     ,366.66,28.63,5.71,67.19,45.94,57.82,4.53
Gujarat,Sugarcane,Whole Year ,366.66,28.63,6.51,75.45,45.8,48.69,67.23714286
Gujarat,Wheat,Rabi       ,366.66,28.63,7.11,84.32,50.95,63.5,2.185789474
Haryana,Maize,Kharif     ,688.83,25.39,6.65,74.75,46.62,52.86,0.478333333
Haryana,Potato,Whole Year ,688.83,25.39,6.95,64.26,45.98,60.26,33.775
Haryana,Rice,Kharif     ,688.83,25.39,7.47,79.82,48.49,49.34,2.495
Haryana,Sugarcane,Whole Year ,688.83,25.39,6.18,73.41,42.78,55.26,48.52888889
Haryana,Wheat,Rabi       ,688.83,25.39,5.59,82.85,46.03,55.89,3.947894737
Himachal Pradesh,Maize,Kharif     ,721.57,22.21,6.02,69.8,45.48,57.44,1.6075
Himachal Pradesh,Potato,Whole Year ,721.57,22.21,6.97,74.9,49.07,54.4,10.06
Himachal Pradesh,Rice,Kharif     ,721.57,22.21,7.24,77.76,45.47,56.65,1.133636364
Himachal Pradesh,Sugarcane,Whole Year ,721.57,22.21,6.28,71.11,45.79,49.76,1.887142857
Himachal Pradesh,Wheat,Rabi       ,721.57,22.21,7.04,80.66,48.58,54.1,1.389166667
Karnataka,Maize,Kharif     ,668.45,23.99,5.64,80.1,47.76,50.25,2.174
Karnataka,Maize,Rabi       ,668.45,23.99,6.31,88.53,49.86,47.39,2.483181818
Karnataka,Maize,Summer     ,668.45,23.99,6.8,81.68,47.14,51.69,2.472173913
Karnataka,Potato,Whole Year ,668.45,23.99,6.39,66.66,50.13,58.37,5.757142857
Karnataka,Rice,Kharif     ,668.45,23.99,7.17,84.07,44.57,55.52,2.035185185
Karnataka,Rice,Rabi       ,668.45,23.99,6.82,80.52,46.12,55.29,2.000666667
Karnataka,Rice,Summer     ,668.45,23.99,6.49,85.62,44.69,56.44,2.378
Karnataka,Sugarcane,Whole Year ,668.45,23.99,6.6,83.65,43.76,52.26,83.89230769
Karnataka,Wheat,Rabi       ,668.45,23.99,7.39,76.77,52.7,52.85,0.572142857
Madhya Pradesh,Maize,Kharif     ,898.51,25.95,7.28,79.99,47.8,55.35,1.662
Madhya Pradesh,Potato,Whole Year ,898.51,25.95,6.42,73.5,49.6,48.08,11.89644444
Madhya Pradesh,Rice,Kharif     ,898.51,25.95,5.99,75.3,40.69,62.04,0.608
Madhya Pradesh,Sugarcane,Whole Year ,898.51,25.95,6.57,83.64,52.43,60.09,28.415
Madhya Pradesh,Wheat,Rabi       ,898.51,25.95,5.64,83.51,44.56,55.72,1.500666667
Maharashtra,Maize,Kharif     ,1326.47,27.12,7.09,79.78,45.75,61.78,1.725185185
Maharashtra,Maize,Rabi       ,1326.47,27.12,5.73,67.46,45.95,59.74,1.382727273
Maharashtra,Maize,Summer     ,1326.47,27.12,6.35,70.38,49.06,49.92,1.386315789
Maharashtra,Rice,Kharif     ,1326.47,27.12,6.12,73.3,45.87,51.09,0.8903125
Maharashtra,Rice,Summer     ,1326.47,27.12,6.08,68.65,43.97,53.79,2.288
Maharashtra,Sugarcane,Whole Year ,1326.47,27.12,7.24,83.41,46.48,54.92,65.24666667
Maharashtra,Wheat,Rabi       ,1326.47,27.12,6.26,81.75,54.71,48.47,1.234333333
Meghalaya,Maize,Kharif     ,2530.64,17.77,6.17,83.38,48.79,60.61,1.527142857
Meghalaya,Potato,Whole Year ,2530.64,17.77,5.71,76.51,41.1,46.73,7.74
Meghalaya,Rice,Kharif     ,2530.64,17.77,5.76,87.39,51.81,47.84,1.767142857
Meghalaya,Sugarcane,Whole Year ,2530.64,17.77,5.97,72.51,47.62,60.43,2.37
Meghalaya,Wheat,Rabi       ,2530.64,17.77,6.96,67.3,45.45,51.46,1.455
Mizoram,Maize,Kharif     ,1459.33,23.2,6.44,77.97,53.95,60.89,1.89
Mizoram,Maize,Rabi       ,1459.33,23.2,7.1,70.38,41.74,62.94,1.695
Mizoram,Potato,Whole Year ,1459.33,23.2,5.79,74.35,45.33,51.64,1.976666667
Mizoram,Rice,Kharif     ,1459.33,23.2,5.89,79.77,53.82,60.44,1.89
Mizoram,Sugarcane,Whole Year ,1459.33,23.2,6.93,83.19,50.12,48.29,6.4075
Nagaland,Maize,Kharif     ,838.03,18.71,5.75,77.5,40.46,58.59,2.02875
Nagaland,Potato,Whole Year ,838.03,18.71,7.3,78.54,53.96,55.71,11.25375
Nagaland,Rice,Kharif     ,838.03,18.71,7.21,75.69,44.47,58.57,1.46375
Nagaland,Sugarcane,Whole Year ,838.03,18.71,6.59,75.58,53.68,52.49,55.63166667
Nagaland,Wheat,Rabi       ,838.03,18.71,6.75,79.28,44.07,47.98,2.0775
Odisha,Maize,Kharif     ,1340.28,26.51,6.5,72.4,53.21,55.22,0.9248
Odisha,Potato,Whole Year ,1340.28,26.51,7.04,82.28,45.56,47.17,8.908214286
Odisha,Rice,Kharif     ,1340.28,26.51,5.75,84.71,45.68,47.6,0.753333333
Odisha,Sugarcane,Whole Year ,1340.28,26.51,7.48,66.6,42.14,57.87,52.07642857
Odisha,Wheat,Rabi       ,1340.28,26.51,6.17,69.6,44.42,58.57,1.133636364
Punjab,Maize,Kharif     ,688.83,25.39,7.47,75.01,51.49,53.77,2.083333333
Punjab,Rice,Kharif     ,688.83,25.39,6.9,76.39,52.83,57.5,3.438823529
Punjab,Sugarcane,Whole Year ,688.83,25.39,6.48,83.25,45.71,47.1,58.85235294
Punjab,Wheat,Rabi       ,688.83,25.39,7.42,82.41,50.84,58.46,4.13
Uttarakhand,Maize,Kharif     ,865.58,18.57,7.26,79.51,40.92,59.0,1.043076923
Uttarakhand,Maize,Rabi       ,865.58,18.57,6.38,82.48,41.83,49.54,1.455
